5,36
11,28
2,1
16,100
22,68
9,22
13,80
29,40
24,50
26,75
21,83
17,40
11,78
7,50
21,35
16,85
21,90
4,77
27,63
23,61
9,4
25,74
25,77
4,62
8,99
11,94
25,90
10,18
21,55
20,36
27,20
6,60
3,32
11,99
29,12
18,24
5,40
29,98
6,10
18,44
3,95
12,90
26,71
3,51
8,74
26,15
28,5
23,2
11,10
30,30
7,58
16,37
30,50
11,15
18,93
18,68
26,96
18,70
20,65
7,91
12,6
2,31
4,80
10,48
27,31
23,11
27,30
15,87
24,81
1,39
22,60
2,59
17,64
9,21
9,49
4,66
17,16
29,66
29,28
4,84
18,90
29,47
6,41
11,99
7,36
12,95
29,44
16,50
3,82
21,36
10,81
1,86
29,97
16,90
8,65
23,82
17,68
9,74
3,63
22,31
30,9
8,93
16,78
13,61
18,13
29,90
28,98
23,89
29,28
24,19
28,52
1,46
6,29
6,28
28,90
18,89
30,83
25,52
18,24
4,19
11,8
3,29
2,85
5,100
4,95
6,3
14,18
15,66
14,67
29,38
17,52
8,55
11,7
2,94
10,18
4,66
8,21
29,30
2,11
9,17
2,46
6,52
19,67
6,10
10,12
14,89
19,72
13,97
24,49
28,9
20,2
23,91
7,69
6,28
24,49
13,84
29,62
11,57
9,54
20,62
20,13
15,29
26,93
8,64
13,16
22,7
6,47
30,41
5,17
21,93
20,11
24,59
22,13
5,2
20,82
19,33
29,12
19,78
2,87
13,46
1,13
16,20
18,50
19,74
20,28
20,31
12,43
27,12
17,4
4,23
26,75
17,79
26,16
18,91
1,98
11,4
4,89
8,70
12,84
13,4
4,9
11,51
16,23
19,7
9,74
9,13
15,84
28,36
30,48
8,100
14,63
2,57
16,28
8,89
4,68
28,23
23,27
22,28
15,35
11,77
3,63
27,57
14,80
28,45
9,19
14,74
25,48
9,32
23,55
7,86
7,14
3,99
13,81
8,90
5,61
20,23
7,55
24,69
11,72
4,62
28,57
11,71
2,65
1,78
6,24
19,42
12,71
13,78
16,67
21,66
9,34
27,50
27,69
6,24
12,32
26,31
27,20
1,92
26,4
21,3
9,33
14,65
1,85
13,54
16,10
6,79
13,8
9,32
23,48
17,16
24,40
14,68
18,47
18,43
16,30
14,79
19,90
13,65
23,85
6,26
29,38
2,37
14,32
21,21
24,22
11,59
19,82
8,20
9,86
19,80
5,8
18,76
30,1
12,71
26,58
29,79
29,100
5,40
10,83
19,12
2,97
21,66
24,95
26,8
25,49
27,95
17,46
21,53
14,10
8,32
21,20
4,64
6,26
1,52
3,64
19,14
19,33
24,39
9,65
14,8
4,34
1,69
24,72
7,26
25,45
17,49
20,67
4,84
28,15
11,1
24,99
5,39
10,94
24,58
18,24
20,71
17,66
12,36
12,60
19,19
2,17
21,68
26,79
16,77
29,87
24,72
26,92
4,15
26,88
22,43
4,37
4,67
1,52
1,40
4,63
18,14
24,25
25,64
2,33
13,98
6,18
21,4
3,80
6,94
20,90
11,77
8,49
14,29
30,47
21,11
3,26
8,89
15,6
16,54
12,93
16,58
4,20
19,20
30,79
5,66
21,50
13,94
30,87
7,99
10,90
3,42
5,34
10,66
12,84
6,78
23,69
11,87
27,95
2,88
22,21
16,41
22,96
11,70
25,57
21,14
14,77
17,62
3,87
8,49
21,45
8,46
5,61
10,3
17,40
27,28
18,42
21,31
12,2
30,19
18,68
10,4
14,89
20,54
23,92
1,45
11,29
28,51
27,24
16,44
19,42
22,23
25,38
16,21
12,52
12,98
6,72
1,63
18,67
6,35
18,20
24,95
15,69
14,38
28,97
25,54
12,52
23,21
27,29
13,29
25,81
8,1
16,27
19,12
28,80
14,51
30,24
14,48
28,89
26,84
26,66
12,23
6,14
14,6
13,85
11,24
20,61
8,17
27,87
9,80
21,74
10,67
30,75
5,90
20,100
23,49
20,12
22,82
8,15
27,69
30,23
28,65
25,16
25,70
1,10
15,70
26,79
11,82
17,50
22,17
15,45
20,14
17,37
29,82
16,83
15,51
2,41
5,87
17,97
17,60
2,5
9,91
26,64
22,37
4,43
17,62
27,19
23,44
17,70
8,7
16,74
17,56
5,72
13,71
21,99
9,75
1,59
20,87
7,37
7,35
24,77
29,68
29,71
4,51
12,36
18,92
3,14
15,24
26,91
29,54
27,25
9,92
25,93
24,5
9,2
12,9
24,35
23,75
2,87
8,46
7,83
11,31
29,84
17,82
23,48
11,63
22,63
17,54
17,33
18,85
11,97
28,13
10,69
27,37
17,13
25,77
29,19
2,91
1,60
22,77
3,6
12,79
21,94
10,23
8,91
3,61
27,1
23,19
21,61
17,24
22,38
1,68
17,7
18,59
20,30
11,74
11,75
16,4
21,86
8,94
23,34
17,64
11,28
25,3
27,39
8,62
23,27
9,33
10,87
28,100
5,26
22,51
1,26
17,68
4,80
19,87
4,17
16,47
14,33
15,33
22,76
29,47
1,23
24,35
3,70
10,25
29,6
23,96
10,30
20,42
3,26
9,22
13,79
21,86
4,18
6,83
28,13
9,95
11,9
9,44
24,62
21,74
21,44
21,99
22,34
12,81
18,69
1,1
15,72
26,59
27,6
13,83
6,71
23,53
24,5
29,58
20,64
10,34
2,1
10,79
11,72
18,93
12,63
28,87
11,80
14,24
26,86
2,3
17,82
17,36
26,50
28,53
4,23
26,20
8,19
30,58
28,58
15,31
7,43
